POINT_BANG,X,Y,P_RAIN22_2
0,100.650034127,13.865927928,31.8248023987
1,100.745101685,13.8529962881,31.2618770599
2,100.547002765,13.7545254811,27.205947876
3,100.497556366,13.7595788722,24.3857421875
4,100.475634063,13.7521615498,24.3857421875
5,100.492151394,13.7512280636,24.3857421875
6,100.529770716,13.7630430098,27.205947876
7,100.499228357,13.7679029825,24.3857421875
8,100.503045965,13.761822636,27.205947876
9,100.538408182,13.7573163195,27.205947876
10,100.494662802,13.761895874,24.3857421875
11,100.481251675,13.7588328289,24.3857421875
12,100.585996523,13.7515581026,27.205947876
13,100.510667602,13.7588747831,27.205947876
14,100.708169637,13.8911411594,31.2618770599
15,100.629576885,13.8976550732,31.8248023987
16,100.672300751,13.8963130805,31.8248023987
17,100.563893467,13.8827841602,30.3766689301
18,100.872021917,13.8720997756,37.9383888245
19,100.605776678,13.8678984281,31.8248023987
20,100.811679778,13.8732427011,37.9383888245
21,100.5800601,13.8714663258,30.3766689301
22,100.505483589,13.764769074,27.205947876
23,100.501439816,13.757277497,27.205947876
24,100.441472717,13.7522748199,24.3857421875
25,100.418633297,13.7506263367,24.3857421875
26,100.706384042,13.8442969932,31.2618770599
27,100.527961506,13.7522245241,27.205947876
28,100.828575304,13.8388436557,37.9383888245
29,100.583669608,13.8421016037,30.3766689301
30,100.668300128,13.8243118787,31.8248023987
31,100.774460621,13.8122749002,31.2618770599
32,100.60812621,13.8392281244,31.8248023987
33,100.526686536,13.829422278,30.3766689301
34,100.822299625,13.9135716162,90.1296920776
35,100.579764321,13.9169673853,49.8781776428
36,100.486477187,13.7427943514,24.3857421875
37,100.511837693,13.7437205042,27.205947876
38,100.423065678,13.7380094564,24.3857421875
39,100.510977362,13.7382068339,27.205947876
40,100.600737579,13.7934808191,26.245223999
41,100.372648064,13.7856977068,21.3878097534
42,100.563266751,13.775071483,27.205947876
43,100.620595798,13.7881933823,26.245223999
44,100.428539617,13.7861848561,24.3857421875
45,100.836667625,13.7977538507,27.6374912262
46,100.565745619,13.8085226659,30.3766689301
47,100.638646785,13.8112652613,31.8248023987
48,100.53021961,13.8106105983,30.3766689301
49,100.498881145,13.7327783523,24.3857421875
50,100.679827921,13.7174530162,26.245223999
51,100.520240658,13.7336035808,27.205947876
52,100.517383748,13.7574561632,27.205947876
53,100.609121981,13.9200704078,62.5513381958
54,100.652272341,13.9214167064,62.5513381958
55,100.520598024,13.767802731,27.205947876
56,100.643832442,13.7551040065,26.245223999
57,100.82440238,13.7237646609,27.6374912262
58,100.463129537,13.7598434125,24.3857421875
59,100.853805065,13.7274620425,27.6374912262
60,100.523239584,13.7294329607,27.205947876
61,100.749717361,13.722808283,26.7487068176
62,100.514435465,13.7246085607,27.205947876
63,100.397434355,13.7199086637,21.3878097534
64,100.645313807,13.8287250195,31.8248023987
65,100.600568279,13.8138021185,31.8248023987
66,100.723055462,13.8022867906,31.2618770599
67,100.581233511,13.8193746013,30.3766689301
68,100.552654141,13.8152995128,30.3766689301
69,100.635093523,13.7884470736,26.245223999
70,100.660654297,13.7936094857,26.245223999
71,100.508703275,13.8001458031,30.3766689301
72,100.585425012,13.7846089658,27.205947876
73,100.351082261,13.7141059285,21.3878097534
74,100.505093404,13.731164719,27.205947876
75,100.489966851,13.7305525625,24.3857421875
76,100.451837222,13.7285695496,24.3857421875
77,100.570753548,13.7228534241,27.205947876
78,100.526549121,13.7417642048,27.205947876
79,100.534862613,13.7403758155,27.205947876
80,100.545509766,13.7362756101,27.205947876
81,100.56093748,13.7429474334,27.205947876
82,100.499016059,13.7439699805,24.3857421875
83,100.463278732,13.7217532981,24.3857421875
84,100.52542642,13.7266989228,27.205947876
85,100.598853998,13.7797838931,27.205947876
86,100.435247983,13.7235128788,24.3857421875
87,100.529100155,13.7239195509,27.205947876
88,100.522621746,13.7890724785,27.205947876
89,100.451589916,13.7908873626,24.3857421875
90,100.492534843,13.790006204,24.3857421875
91,100.544958214,13.7818865454,27.205947876
92,100.508032368,13.7053301913,27.205947876
93,100.689161824,13.6808165465,26.478805542
94,100.576834796,13.7686950314,27.205947876
95,100.481059963,13.7833887915,24.3857421875
96,100.437753208,13.5734451418,34.2859458923
97,100.484048614,13.7004388412,24.3857421875
98,100.416504326,13.6964336911,24.3667602539
99,100.393565878,13.6919475895,21.18800354
100,100.449475682,13.6974544868,24.3667602539
101,100.611847331,13.695262471,26.478805542
102,100.515160712,13.6939969888,25.8421211243
103,100.459862079,13.733080791,24.3857421875
104,100.445116934,13.7365795311,24.3857421875
105,100.503377964,13.7511174599,27.205947876
106,100.560189609,13.7219170128,27.205947876
107,100.477539303,13.7721640218,24.3857421875
108,100.504814581,13.7781125777,27.205947876
109,100.492479855,13.7743228027,24.3857421875
110,100.754458628,13.7523418891,26.7487068176
111,100.512323168,13.772860755,27.205947876
112,100.455598012,13.7596681038,24.3857421875
113,100.428371726,13.7671510721,24.3857421875
114,100.724758346,13.7517055582,26.7487068176
115,100.466588454,13.7726659787,24.3857421875
116,100.348442514,13.7581884755,21.3878097534
117,100.519718068,13.7445387648,27.205947876
118,100.512103222,13.7485519185,27.205947876
119,100.499158189,13.7499474665,24.3857421875
120,100.628077493,13.7261563316,26.245223999
121,100.493059194,13.7369182668,24.3857421875
122,100.513536164,13.7343560975,27.205947876
123,100.412962354,13.6213077751,24.3667602539
124,100.514451544,13.7144691647,27.205947876
125,100.491742507,13.7090301874,24.3857421875
126,100.500844526,13.7143803429,27.205947876
127,100.504445335,13.7406006938,27.205947876
128,100.526141963,13.7085286401,27.205947876
129,100.513553471,13.7533301066,27.205947876
130,100.497081401,13.7539650076,24.3857421875
131,100.506767949,13.751658507,27.205947876
132,100.500224236,13.7534157783,27.205947876
133,100.596319806,13.7191208366,27.205947876
134,100.595281362,13.7070053136,27.205947876
135,100.442999315,13.7140386452,24.3857421875
136,100.473382695,13.7150621001,24.3857421875
137,100.497435806,13.6959963973,24.3667602539
138,100.65581988,13.6868617778,26.478805542
139,100.467796476,13.6929143136,24.3667602539
140,100.358747568,13.679635857,21.18800354
141,100.533442629,13.6791546693,25.8421211243
142,100.492041031,13.6749132553,24.3667602539
143,100.468010078,13.6710579613,24.3667602539
144,100.510128893,13.6715444821,25.8421211243
145,100.618442305,13.6677005684,26.478805542
146,100.484612424,13.7135228111,24.3857421875
147,100.544139651,13.6970352359,25.8421211243
148,100.50462847,13.7235647686,27.205947876
149,100.486129323,13.7226820305,24.3857421875
150,100.541358231,13.7175890517,27.205947876
151,100.462095424,13.7092817056,24.3857421875
152,100.497607731,13.6175571855,24.3667602539
153,100.760118563,13.8988193704,31.2618770599
154,100.613777112,13.7685481626,26.245223999
