,Day,Year,addrcode,temperature
96,289,2015,810303,29.25
97,289,2015,810404,32.85
98,289,2015,810106,28.74
99,289,2015,810801,25.27
100,289,2015,810115,29.18
101,289,2015,810406,28.75
102,289,2015,810805,27.51
103,289,2015,810701,28.81
104,289,2015,810702,29.33
105,289,2015,810703,28.82
106,289,2015,810117,27.63
107,289,2015,810704,30.69
108,289,2015,810402,27.6
109,289,2015,810401,28.81
110,289,2015,810806,28.41
111,289,2015,810116,29.03
112,289,2015,810118,28.97
113,289,2015,810804,28.61
114,289,2015,810807,29.09
115,289,2015,810204,27.35
116,289,2015,810203,29.13
117,289,2015,810201,25.49
118,289,2015,810111,29.39
119,289,2015,810506,28.76
120,289,2015,810508,28.65
121,289,2015,810509,29.49
122,289,2015,810501,29.48
123,289,2015,810202,29.15
124,289,2015,810502,28.72
125,289,2015,810505,28.59
126,289,2015,810504,28.14
127,289,2015,810105,28.58
128,289,2015,810407,28.25
129,289,2015,810103,28.73
130,289,2015,810206,28.91
131,289,2015,810808,27.3
132,289,2015,810507,28.98
133,289,2015,810503,27.89
134,289,2015,810205,27.77
135,289,2015,810604,28.22
136,289,2015,802303,30.51
137,289,2015,801611,26.71
138,289,2015,800606,30.07
139,289,2015,800913,28.79
140,289,2015,800601,30.07
141,289,2015,800903,29.55
142,289,2015,801305,30.68
143,289,2015,801306,28.69
144,289,2015,800605,28.83
145,289,2015,801606,26.89
146,289,2015,801601,27.63
147,289,2015,800603,
148,289,2015,801904,
149,289,2015,800905,
150,289,2015,800909,
151,289,2015,801903,
152,289,2015,800611,
153,289,2015,802003,
154,289,2015,801207,
155,289,2015,802001,
156,289,2015,800305,
157,289,2015,801212,
158,289,2015,801208,
159,289,2015,800912,
160,289,2015,801214,
161,289,2015,800112,
162,289,2015,800304,
163,289,2015,800106,
164,289,2015,800115,
165,289,2015,800303,
166,289,2015,801210,
167,289,2015,800301,
168,289,2015,800101,
169,289,2015,800119,
170,289,2015,800113,
171,289,2015,801202,
172,289,2015,800201,
173,289,2015,800205,
174,289,2015,801209,
175,289,2015,800116,
176,289,2015,800202,
177,289,2015,800806,
178,289,2015,802101,
179,289,2015,801403,
180,289,2015,801408,
181,289,2015,801404,
182,289,2015,801407,
183,289,2015,801902,
184,289,2015,801905,
185,289,2015,800701,
186,289,2015,800908,
187,289,2015,800904,
188,289,2015,800607,
189,289,2015,801608,
190,289,2015,800902,
191,289,2015,800612,
192,289,2015,801906,
193,289,2015,800613,
194,289,2015,800706,
195,289,2015,800907,
198,233,2018,801205,32.29
199,233,2018,802302,33.95
200,233,2018,801211,35.93
201,233,2018,800102,30.41
202,233,2018,802203,27.69
203,233,2018,800103,30.41
204,233,2018,800118,31.63
205,233,2018,800401,28.87
206,233,2018,800108,33.65
207,233,2018,800114,35.51
208,233,2018,802002,33.89
209,233,2018,800415,27.65
210,233,2018,800810,30.79
211,233,2018,800107,31.37
212,233,2018,800809,30.79
213,233,2018,800709,32.21
214,233,2018,801901,31.75
215,233,2018,800703,32.79
216,233,2018,801401,29.43
217,233,2018,810802,21.97
218,233,2018,810101,26.49
219,233,2018,800610,32.65
220,233,2018,800901,30.21
221,233,2018,800604,32.27
222,233,2018,801607,30.59
223,97,2015,801205,33.23
224,97,2015,802302,32.07
225,97,2015,801211,29.73
226,97,2015,800102,34.71
227,97,2015,802203,28.55
228,97,2015,800103,34.71
229,97,2015,800118,34.19
230,97,2015,800401,32.49
231,97,2015,800108,32.63
232,97,2015,800114,32.65
233,97,2015,802002,35.85
234,97,2015,800415,31.19
235,97,2015,800810,29.63
236,97,2015,800107,34.69
237,97,2015,800809,31.83
238,97,2015,800709,32.01
239,97,2015,801901,32.39
240,97,2015,800703,31.83
241,97,2015,801401,30.61
242,97,2015,810802,28.77
243,97,2015,810101,30.99
244,97,2015,800610,30.07
245,97,2015,800901,34.31
246,97,2015,800604,31.17
247,97,2015,801607,31.75
248,137,2018,801205,32.51
249,137,2018,802302,33.63
250,137,2018,801211,33.25
251,137,2018,800102,31.13
252,137,2018,802203,27.17
253,137,2018,800103,31.13
254,137,2018,800118,32.75
255,137,2018,800401,31.95
256,137,2018,800108,32.65
257,137,2018,800114,32.09
258,137,2018,802002,31.93
259,137,2018,800415,32.07
260,137,2018,800810,32.63
261,137,2018,800107,29.73
262,137,2018,800809,34.07
263,137,2018,800709,30.31
264,137,2018,801901,30.37
265,137,2018,800703,33.19
266,137,2018,801401,31.69
267,137,2018,810802,26.69
268,137,2018,810101,30.71
269,137,2018,800610,32.27
270,137,2018,800901,32.59
271,137,2018,800604,34.69
272,137,2018,801607,33.61
273,81,2017,801101,30.23
274,81,2017,801302,24.77
275,81,2017,802001,23.21
276,81,2017,800305,23.21
277,81,2017,800302,24.85
278,81,2017,801107,26.68
279,81,2017,801303,24.77
280,81,2017,801104,26.57
281,81,2017,800112,22.33
282,81,2017,800304,17.32
283,81,2017,800115,18.19
284,81,2017,800303,23.75
285,81,2017,800101,20.33
286,81,2017,800113,20.33
287,81,2017,810602,25.47
288,81,2017,810601,25.88
289,81,2017,800807,22.17
290,81,2017,800204,20.54
291,81,2017,800501,23.74
292,81,2017,800120,21.45
293,81,2017,810301,29.6
294,81,2017,810603,25.63
295,81,2017,800201,16.21
296,81,2017,800205,14.13
297,81,2017,800116,16.95
298,81,2017,800406,28.23
299,81,2017,800505,27.0
300,81,2017,800504,16.35
301,81,2017,800121,18.19
302,81,2017,800203,21.45
303,81,2017,800202,21.45
304,81,2017,800806,23.87
305,81,2017,802101,25.62
306,81,2017,802103,21.3
307,81,2017,800803,21.12
308,81,2017,800503,24.43
309,81,2017,800502,26.05
310,81,2017,802104,23.59
311,81,2017,802102,23.89
312,81,2017,800813,22.85
313,81,2017,800804,21.89
314,81,2017,800409,25.12
315,81,2017,801702,28.15
316,81,2017,801503,11.17
317,81,2017,801406,20.32
318,81,2017,810305,29.43
319,81,2017,810106,31.38
320,81,2017,810115,30.01
321,81,2017,810406,27.76
322,81,2017,810805,26.59
323,81,2017,810701,28.07
324,81,2017,810702,27.91
325,81,2017,810703,26.78
326,81,2017,810117,30.87
327,81,2017,810704,24.84
328,81,2017,810402,24.27
329,81,2017,810116,29.53
330,81,2017,810204,26.23
331,81,2017,810203,29.74
332,81,2017,810201,29.06
333,81,2017,810111,29.55
334,81,2017,810506,26.08
335,81,2017,810508,28.67
336,81,2017,810509,23.01
337,81,2017,810501,22.98
338,81,2017,810202,30.0
339,81,2017,810502,25.12
340,81,2017,810505,28.7
341,81,2017,810504,28.85
342,81,2017,810105,29.62
343,81,2017,810407,28.26
344,81,2017,810103,29.69
345,81,2017,810206,27.91
346,81,2017,810808,25.77
347,81,2017,810507,27.52
348,81,2017,810503,24.29
349,81,2017,810205,29.87
350,81,2017,810604,27.47
351,81,2017,801304,
352,81,2017,800603,
353,81,2017,801904,
354,81,2017,800905,
355,81,2017,800909,
356,81,2017,801701,
357,81,2017,801903,
358,81,2017,800611,
359,81,2017,801204,
360,81,2017,802003,
361,81,2017,801215,
362,81,2017,801206,
363,81,2017,801207,
364,81,2017,801217,
365,81,2017,801105,
366,81,2017,801212,
367,81,2017,801003,
368,81,2017,801208,
369,81,2017,800911,
370,81,2017,801213,
371,81,2017,800912,
372,81,2017,801218,
373,81,2017,802301,
374,81,2017,801301,
375,81,2017,800906,
376,81,2017,801216,
377,81,2017,801001,
378,81,2017,802304,
379,81,2017,801203,
380,81,2017,801214,
381,81,2017,800407,
382,81,2017,800106,
383,81,2017,800405,
384,81,2017,801801,
385,81,2017,801106,
386,81,2017,801103,
387,81,2017,800122,
388,81,2017,802202,
389,81,2017,801210,
390,81,2017,801002,
391,81,2017,802004,
392,81,2017,802201,
393,81,2017,801102,
394,81,2017,800301,
395,81,2017,800119,
396,81,2017,800416,
397,81,2017,801202,
398,81,2017,800403,
399,81,2017,801209,
400,81,2017,801803,
401,81,2017,800410,
402,81,2017,801802,
403,81,2017,800404,
404,81,2017,800801,
405,81,2017,801403,
406,81,2017,801408,
407,81,2017,801404,
408,81,2017,800802,
409,81,2017,801407,
410,81,2017,800811,
411,81,2017,801405,
412,81,2017,801604,
413,81,2017,800704,
414,81,2017,801605,
415,81,2017,801602,
416,81,2017,801704,
417,81,2017,801902,
418,81,2017,801703,
419,81,2017,801603,
420,81,2017,800910,
421,81,2017,801905,
422,81,2017,800701,
423,81,2017,800908,
424,81,2017,801501,
425,81,2017,801502,
426,81,2017,801409,
427,81,2017,801402,
428,81,2017,801610,
429,81,2017,800710,
430,81,2017,800702,
431,81,2017,800705,
432,81,2017,801609,
433,81,2017,800708,
434,81,2017,800707,
435,81,2017,800711,
436,81,2017,810304,
437,81,2017,810405,
438,81,2017,810803,
439,81,2017,810403,
440,81,2017,810302,
441,81,2017,810303,
442,81,2017,810404,
443,81,2017,810801,
444,81,2017,810401,
445,81,2017,810806,
446,81,2017,810118,
447,81,2017,810804,
448,81,2017,810807,
449,81,2017,802303,
450,81,2017,800904,
451,81,2017,800607,
452,81,2017,801611,
453,81,2017,801608,
454,81,2017,800606,
455,81,2017,800913,
456,81,2017,800601,
457,81,2017,800903,
458,81,2017,801305,
459,81,2017,801306,
460,81,2017,800902,
461,81,2017,800605,
462,81,2017,800612,
463,81,2017,801906,
464,81,2017,800613,
465,81,2017,801606,
466,81,2017,800706,
467,81,2017,800907,
468,81,2017,801601,
471,169,2014,801205,35.71
472,169,2014,802302,35.05
473,169,2014,801211,31.21
474,169,2014,800102,36.29
475,169,2014,802203,28.53
476,169,2014,800103,36.29
477,169,2014,800118,36.17
478,169,2014,800401,29.99
479,169,2014,800108,38.19
480,169,2014,800114,33.93
481,169,2014,802002,33.69
482,169,2014,800415,28.75
483,169,2014,800810,31.27
484,169,2014,800107,35.71
485,169,2014,800809,37.03
486,169,2014,800709,29.57
487,169,2014,801901,30.25
488,169,2014,800703,32.63
489,169,2014,801401,30.43
490,169,2014,810802,27.85
491,169,2014,810101,29.19
492,169,2014,800610,32.69
493,169,2014,800901,30.05
494,169,2014,800604,32.01
495,169,2014,801607,32.83
496,201,2017,801304,28.22
497,201,2017,800603,27.91
498,201,2017,801904,29.52
499,201,2017,800905,28.87
500,201,2017,800909,27.73
501,201,2017,801701,28.07
502,201,2017,801903,28.25
503,201,2017,800611,28.15
504,201,2017,801204,32.05
505,201,2017,801101,28.72
506,201,2017,801302,28.78
507,201,2017,802003,30.23
508,201,2017,801215,31.77
509,201,2017,801206,32.21
510,201,2017,801207,32.27
511,201,2017,801217,29.93
512,201,2017,802001,30.09
513,201,2017,800305,29.33
514,201,2017,801105,27.97
515,201,2017,801212,31.41
516,201,2017,801003,28.45
517,201,2017,800302,27.7
518,201,2017,801208,31.73
519,201,2017,800911,27.42
520,201,2017,801107,28.08
521,201,2017,801213,30.61
522,201,2017,800912,28.51
523,201,2017,801218,24.69
524,201,2017,802301,31.19
525,201,2017,801301,29.11
526,201,2017,800906,28.02
527,201,2017,801216,30.09
528,201,2017,801001,27.12
529,201,2017,801303,30.42
530,201,2017,802304,31.49
531,201,2017,801203,30.45
532,201,2017,801104,28.56
533,201,2017,801214,27.2
534,201,2017,800407,25.69
535,201,2017,800112,30.25
536,201,2017,800304,26.64
537,201,2017,800106,29.46
538,201,2017,800405,28.21
539,201,2017,800115,31.95
540,201,2017,801801,28.03
541,201,2017,800303,29.51
542,201,2017,801106,28.55
543,201,2017,801103,27.7
544,201,2017,800122,32.17
545,201,2017,802202,28.62
546,201,2017,801210,31.63
547,201,2017,801002,27.25
548,201,2017,802004,31.11
549,201,2017,802201,26.31
550,201,2017,801102,28.38
551,201,2017,800301,27.39
552,201,2017,800101,30.49
553,201,2017,800119,29.05
554,201,2017,800416,29.5
555,201,2017,800113,31.51
556,201,2017,801202,30.04
557,201,2017,810602,27.52
558,201,2017,810601,27.23
559,201,2017,800807,28.47
560,201,2017,800204,25.06
561,201,2017,800501,22.42
562,201,2017,800120,30.3
563,201,2017,810301,27.48
564,201,2017,810603,26.51
565,201,2017,800201,28.0
566,201,2017,800205,29.15
567,201,2017,800403,24.13
568,201,2017,801209,25.87
569,201,2017,800116,30.29
570,201,2017,801803,28.46
571,201,2017,800410,28.11
572,201,2017,800406,27.86
573,201,2017,800505,26.36
574,201,2017,800504,22.71
575,201,2017,800121,30.01
576,201,2017,801802,23.51
577,201,2017,800203,30.29
578,201,2017,800404,27.73
579,201,2017,800202,28.65
580,201,2017,800806,28.51
581,201,2017,802101,27.7
582,201,2017,802103,29.29
583,201,2017,800803,29.18
584,201,2017,800503,23.3
585,201,2017,800502,23.04
586,201,2017,800801,29.81
587,201,2017,802104,27.62
588,201,2017,801403,28.66
589,201,2017,801408,27.25
590,201,2017,802102,26.19
591,201,2017,801404,29.23
592,201,2017,800802,26.75
593,201,2017,801407,27.64
594,201,2017,800811,28.84
595,201,2017,801405,29.66
596,201,2017,800813,28.04
597,201,2017,800804,27.63
598,201,2017,800409,24.02
599,201,2017,801604,27.68
600,201,2017,800704,28.62
601,201,2017,801704,27.62
602,201,2017,801702,28.11
603,201,2017,801902,29.11
604,201,2017,801703,27.0
605,201,2017,801603,29.47
606,201,2017,800910,23.94
607,201,2017,801905,28.55
608,201,2017,800701,29.25
609,201,2017,800908,27.38
610,201,2017,801503,28.11
611,201,2017,801501,27.51
612,201,2017,801502,28.18
613,201,2017,801406,27.72
614,201,2017,801409,26.9
615,201,2017,801402,28.73
616,201,2017,800710,28.6
617,201,2017,800702,27.73
618,201,2017,800705,26.7
619,201,2017,801609,29.2
620,201,2017,800708,27.71
621,201,2017,800707,28.84
622,201,2017,800711,28.99
623,201,2017,810304,24.96
624,201,2017,810405,27.56
625,201,2017,810803,27.2
626,201,2017,810403,27.63
627,201,2017,810302,25.55
628,201,2017,810305,25.69
629,201,2017,810303,26.73
630,201,2017,810404,25.33
631,201,2017,810106,27.17
632,201,2017,810801,29.25
633,201,2017,810115,28.66
634,201,2017,810406,27.44
635,201,2017,810805,28.32
636,201,2017,810701,28.46
637,201,2017,810702,28.32
638,201,2017,810703,28.46
639,201,2017,810117,27.89
640,201,2017,810704,28.26
641,201,2017,810402,27.28
642,201,2017,810401,28.11
643,201,2017,810806,27.87
644,201,2017,810116,29.43
645,201,2017,810118,27.89
646,201,2017,810804,28.75
647,201,2017,810807,28.35
648,201,2017,810204,27.31
649,201,2017,810203,27.86
650,201,2017,810201,27.28
651,201,2017,810111,27.06
652,201,2017,810506,23.9
653,201,2017,810508,24.27
654,201,2017,810509,27.03
655,201,2017,810501,27.23
656,201,2017,810202,27.12
657,201,2017,810502,26.3
658,201,2017,810505,26.16
659,201,2017,810504,26.17
660,201,2017,810105,26.28
661,201,2017,810407,28.03
662,201,2017,810103,28.26
663,201,2017,810206,28.69
664,201,2017,810808,28.29
665,201,2017,810507,25.93
666,201,2017,810503,27.3
667,201,2017,810205,26.95
668,201,2017,810604,28.53
669,201,2017,802303,27.92
670,201,2017,800904,28.67
671,201,2017,800607,27.91
672,201,2017,801611,23.67
673,201,2017,800606,31.31
674,201,2017,800913,27.86
675,201,2017,800601,31.45
676,201,2017,800903,29.39
677,201,2017,801305,29.65
678,201,2017,801306,30.85
679,201,2017,800902,28.41
680,201,2017,800605,24.17
681,201,2017,800612,28.07
682,201,2017,801906,27.51
683,201,2017,800613,27.98
684,201,2017,801606,22.51
685,201,2017,800706,29.23
686,201,2017,800907,29.66
687,201,2017,801601,22.51
688,201,2017,801605,
689,201,2017,801602,
690,201,2017,801610,
691,201,2017,801608,
694,73,2014,801304,30.61
695,73,2014,800603,33.13
696,73,2014,801904,31.55
697,73,2014,800905,31.98
698,73,2014,800909,32.63
699,73,2014,801701,31.36
700,73,2014,801903,32.59
701,73,2014,800611,32.86
702,73,2014,801204,32.51
703,73,2014,801101,32.36
704,73,2014,801302,30.38
705,73,2014,802003,33.79
706,73,2014,801215,34.21
707,73,2014,801206,31.87
708,73,2014,801207,32.69
709,73,2014,801217,30.79
710,73,2014,802001,34.11
711,73,2014,800305,32.9
712,73,2014,801105,31.81
713,73,2014,801212,32.03
714,73,2014,801003,31.73
715,73,2014,800302,27.6
716,73,2014,801208,33.87
717,73,2014,800911,30.61
718,73,2014,801107,31.72
719,73,2014,801213,30.75
720,73,2014,800912,31.79
721,73,2014,801218,31.53
722,73,2014,802301,30.63
723,73,2014,801301,30.89
724,73,2014,800906,30.96
725,73,2014,801216,30.97
726,73,2014,801001,31.16
727,73,2014,801303,33.78
728,73,2014,802304,33.63
729,73,2014,801203,30.27
730,73,2014,801104,32.35
731,73,2014,801214,29.27
732,73,2014,800407,32.01
733,73,2014,800112,32.05
734,73,2014,800304,28.79
735,73,2014,800106,31.62
736,73,2014,800405,32.35
737,73,2014,800115,32.83
738,73,2014,801801,33.57
739,73,2014,800303,32.01
740,73,2014,801106,33.57
741,73,2014,801103,32.7
742,73,2014,800122,32.02
743,73,2014,802202,31.49
744,73,2014,801210,31.99
745,73,2014,801002,30.65
746,73,2014,802004,32.49
747,73,2014,802201,29.04
748,73,2014,801102,33.32
749,73,2014,800301,28.5
750,73,2014,800101,34.13
751,73,2014,800119,31.19
752,73,2014,800416,32.43
753,73,2014,800113,34.09
754,73,2014,801202,30.96
755,73,2014,810602,32.56
756,73,2014,810601,31.05
757,73,2014,800807,32.49
758,73,2014,800204,28.21
759,73,2014,800501,28.77
760,73,2014,800120,30.31
761,73,2014,810301,29.21
762,73,2014,810603,32.45
763,73,2014,800201,31.44
764,73,2014,800205,33.33
765,73,2014,800403,29.1
766,73,2014,801209,28.31
767,73,2014,800116,31.89
768,73,2014,801803,33.02
769,73,2014,800410,31.83
770,73,2014,800406,32.35
771,73,2014,800505,31.71
772,73,2014,800504,30.25
773,73,2014,800121,30.2
774,73,2014,801802,32.94
775,73,2014,800203,31.57
776,73,2014,800404,32.39
777,73,2014,800202,33.01
778,73,2014,800806,32.83
779,73,2014,802101,29.44
780,73,2014,802103,32.99
781,73,2014,800803,33.06
782,73,2014,800503,29.45
783,73,2014,800502,29.46
784,73,2014,800801,33.65
785,73,2014,802104,28.61
786,73,2014,801403,31.69
787,73,2014,801408,29.33
788,73,2014,802102,28.74
789,73,2014,801404,32.43
790,73,2014,800802,32.03
791,73,2014,801407,30.62
792,73,2014,800811,31.46
793,73,2014,801405,32.81
794,73,2014,800813,31.1
795,73,2014,800804,32.99
796,73,2014,800409,31.22
797,73,2014,801604,31.77
798,73,2014,800704,31.93
799,73,2014,801605,29.47
800,73,2014,801602,29.99
801,73,2014,801704,31.44
802,73,2014,801702,31.13
803,73,2014,801902,33.41
804,73,2014,801703,31.95
805,73,2014,801603,29.03
806,73,2014,800910,28.17
807,73,2014,801905,32.61
808,73,2014,800701,33.21
809,73,2014,800908,31.16
810,73,2014,801503,31.31
811,73,2014,801501,30.96
812,73,2014,801502,31.99
813,73,2014,801406,31.92
814,73,2014,801409,31.7
815,73,2014,801402,32.77
816,73,2014,801610,28.95
817,73,2014,800710,32.32
818,73,2014,800702,33.07
819,73,2014,800705,30.96
820,73,2014,801609,30.72
821,73,2014,800708,35.07
822,73,2014,800707,31.87
823,73,2014,800711,33.21
824,73,2014,810304,31.4
825,73,2014,810405,32.55
826,73,2014,810803,31.63
827,73,2014,810403,32.17
828,73,2014,810302,30.55
829,73,2014,810305,30.42
830,73,2014,810303,31.54
831,73,2014,810404,31.46
832,73,2014,810106,31.9
833,73,2014,810801,34.61
834,73,2014,810115,32.47
835,73,2014,810406,32.03
836,73,2014,810805,33.1
837,73,2014,810701,31.54
838,73,2014,810702,32.38
839,73,2014,810703,31.94
840,73,2014,810117,33.06
841,73,2014,810704,30.89
842,73,2014,810402,31.2
843,73,2014,810401,32.05
844,73,2014,810806,32.19
845,73,2014,810116,32.57
846,73,2014,810118,32.77
847,73,2014,810804,33.59
848,73,2014,810807,32.71
849,73,2014,810204,32.07
850,73,2014,810203,32.06
851,73,2014,810201,33.49
852,73,2014,810111,33.24
853,73,2014,810506,32.87
854,73,2014,810508,32.73
855,73,2014,810509,33.35
856,73,2014,810501,32.83
857,73,2014,810202,32.58
858,73,2014,810502,30.79
859,73,2014,810505,30.61
860,73,2014,810504,31.96
861,73,2014,810105,31.85
862,73,2014,810407,32.11
863,73,2014,810103,33.37
864,73,2014,810206,32.32
865,73,2014,810808,32.77
866,73,2014,810507,32.89
867,73,2014,810503,33.53
868,73,2014,810205,32.37
869,73,2014,810604,32.13
870,73,2014,802303,33.16
871,73,2014,800904,33.01
872,73,2014,800607,32.55
873,73,2014,801611,33.11
874,73,2014,801608,32.33
875,73,2014,800606,31.77
876,73,2014,800913,31.23
877,73,2014,800601,29.65
878,73,2014,800903,32.23
879,73,2014,801305,34.11
880,73,2014,801306,33.41
881,73,2014,800902,31.45
882,73,2014,800605,31.81
883,73,2014,800612,32.87
884,73,2014,801906,29.43
885,73,2014,800613,32.28
886,73,2014,801606,32.61
887,73,2014,800706,31.87
888,73,2014,800907,31.35
889,73,2014,801601,31.16
892,105,2017,801304,31.85
893,105,2017,800603,30.17
894,105,2017,801904,31.47
895,105,2017,800905,29.36
896,105,2017,800909,30.35
897,105,2017,801701,29.91
898,105,2017,801903,31.55
899,105,2017,800611,29.84
900,105,2017,801204,30.13
901,105,2017,801101,30.3
902,105,2017,801302,29.89
903,105,2017,802003,31.17
904,105,2017,801215,32.75
905,105,2017,801206,31.96
906,105,2017,801207,32.79
907,105,2017,801217,32.51
908,105,2017,802001,32.15
909,105,2017,800305,30.66
910,105,2017,801105,29.59
911,105,2017,801212,31.95
912,105,2017,801003,29.83
913,105,2017,800302,28.39
914,105,2017,801208,33.25
915,105,2017,800911,29.48
916,105,2017,801107,29.27
917,105,2017,801213,32.55
918,105,2017,800912,29.97
919,105,2017,801218,30.63
920,105,2017,802301,30.93
921,105,2017,801301,31.55
922,105,2017,800906,29.11
923,105,2017,801216,31.83
924,105,2017,801001,29.52
925,105,2017,801303,30.97
926,105,2017,802304,31.33
927,105,2017,801203,31.19
928,105,2017,801104,30.03
929,105,2017,801214,30.08
930,105,2017,800407,29.93
931,105,2017,800112,31.61
932,105,2017,800304,29.11
933,105,2017,800106,31.42
934,105,2017,800405,29.95
935,105,2017,800115,33.19
936,105,2017,801801,29.83
937,105,2017,800303,31.61
938,105,2017,801106,30.76
939,105,2017,801103,30.12
940,105,2017,800122,31.39
941,105,2017,802202,29.82
942,105,2017,801210,32.01
943,105,2017,801002,29.47
944,105,2017,802004,31.62
945,105,2017,802201,28.11
946,105,2017,801102,30.3
947,105,2017,800301,29.46
948,105,2017,800101,32.21
949,105,2017,800119,31.51
950,105,2017,800416,29.58
951,105,2017,800113,32.35
952,105,2017,801202,31.14
953,105,2017,810602,28.81
954,105,2017,810601,29.04
955,105,2017,800807,31.26
956,105,2017,800204,29.57
957,105,2017,800501,27.17
958,105,2017,800120,31.45
959,105,2017,810301,23.84
960,105,2017,810603,28.94
961,105,2017,800201,29.67
962,105,2017,800205,32.23
963,105,2017,800403,28.07
964,105,2017,801209,28.01
965,105,2017,800116,31.48
966,105,2017,801803,29.35
967,105,2017,800410,30.21
968,105,2017,800406,29.33
969,105,2017,800505,28.99
970,105,2017,800504,28.69
971,105,2017,800121,31.36
972,105,2017,801802,29.61
973,105,2017,800203,31.45
974,105,2017,800404,29.05
975,105,2017,800202,31.27
976,105,2017,800806,32.21
977,105,2017,802101,28.63
978,105,2017,802103,30.9
979,105,2017,800803,31.38
980,105,2017,800503,27.66
981,105,2017,800502,26.98
982,105,2017,800801,32.51
983,105,2017,802104,29.53
984,105,2017,801403,30.16
985,105,2017,801408,27.79
986,105,2017,802102,27.72
987,105,2017,801404,30.71
988,105,2017,800802,30.09
989,105,2017,801407,29.16
990,105,2017,800811,31.26
991,105,2017,801405,30.18
992,105,2017,800813,30.94
993,105,2017,800804,32.35
994,105,2017,800409,28.27
995,105,2017,801604,30.47
996,105,2017,800704,29.73
997,105,2017,801605,31.01
998,105,2017,801602,30.19
999,105,2017,801704,29.63
1000,105,2017,801702,29.61
1001,105,2017,801902,31.59
1002,105,2017,801703,30.86
1003,105,2017,801603,29.73
1004,105,2017,800910,28.56
1005,105,2017,801905,30.18
1006,105,2017,800701,31.49
1007,105,2017,800908,30.35
1008,105,2017,801503,29.64
1009,105,2017,801501,29.56
1010,105,2017,801502,29.87
1011,105,2017,801406,30.01
1012,105,2017,801409,30.03
1013,105,2017,801402,30.57
1014,105,2017,801610,29.71
1015,105,2017,800710,30.79
1016,105,2017,800702,30.71
1017,105,2017,800705,29.84
1018,105,2017,801609,30.1
1019,105,2017,800708,30.03
1020,105,2017,800707,29.64
1021,105,2017,800711,30.55
1022,105,2017,810304,27.49
1023,105,2017,810405,28.41
1024,105,2017,810803,27.6
1025,105,2017,810403,28.34
1026,105,2017,810302,28.43
1027,105,2017,810305,27.91
1028,105,2017,810303,27.12
1029,105,2017,810404,27.68
1030,105,2017,810106,28.03
1031,105,2017,810801,30.37
1032,105,2017,810115,28.38
1033,105,2017,810406,30.12
1034,105,2017,810805,29.86
1035,105,2017,810701,30.1
1036,105,2017,810702,30.45
1037,105,2017,810703,30.66
1038,105,2017,810117,28.12
1039,105,2017,810704,29.82
1040,105,2017,810402,29.45
1041,105,2017,810401,29.43
1042,105,2017,810806,25.99
1043,105,2017,810116,28.43
1044,105,2017,810118,29.27
1045,105,2017,810804,29.89
1046,105,2017,810807,29.99
1047,105,2017,810204,30.37
1048,105,2017,810203,30.51
1049,105,2017,810201,28.91
1050,105,2017,810111,28.78
1051,105,2017,810506,29.96
1052,105,2017,810508,29.53
1053,105,2017,810509,29.81
1054,105,2017,810501,30.14
1055,105,2017,810202,30.0
1056,105,2017,810502,28.86
1057,105,2017,810505,28.56
1058,105,2017,810504,29.1
1059,105,2017,810105,29.64
1060,105,2017,810407,30.08
1061,105,2017,810103,29.65
1062,105,2017,810206,30.73
1063,105,2017,810808,29.91
1064,105,2017,810507,30.31
1065,105,2017,810503,30.09
1066,105,2017,810205,28.91
1067,105,2017,810604,29.93
1068,105,2017,802303,31.4
1069,105,2017,800904,29.25
1070,105,2017,800607,32.13
1071,105,2017,801611,31.67
1072,105,2017,801608,29.89
1073,105,2017,800606,32.35
1074,105,2017,800913,29.0
1075,105,2017,800601,31.23
1076,105,2017,800903,30.07
1077,105,2017,801305,31.47
1078,105,2017,801306,32.81
1079,105,2017,800902,29.37
1080,105,2017,800605,32.07
1081,105,2017,800612,29.65
1082,105,2017,801906,29.17
1083,105,2017,800613,30.54
1084,105,2017,801606,30.27
1085,105,2017,800706,31.17
1086,105,2017,800907,30.29
1087,105,2017,801601,30.79
1090,113,2015,801205,33.07
1091,113,2015,802302,34.79
1092,113,2015,801211,32.91
1093,113,2015,800102,35.27
1094,113,2015,802203,30.65
1095,113,2015,800103,35.27
1096,113,2015,800118,34.61
1097,113,2015,800401,32.21
1098,113,2015,800108,34.41
1099,113,2015,800114,33.79
1100,113,2015,802002,34.09
1101,113,2015,800415,30.43
1102,113,2015,800810,33.21
1103,113,2015,800107,33.47
1104,113,2015,800809,35.27
1105,113,2015,800709,32.47
1106,113,2015,801901,32.55
1107,113,2015,800703,33.47
1108,113,2015,801401,32.93
1109,113,2015,810802,27.59
1110,113,2015,810101,28.13
1111,113,2015,800610,33.09
1112,113,2015,800901,33.81
1113,113,2015,800604,34.05
1114,113,2015,801607,34.61
1115,361,2016,801205,
1116,361,2016,802302,
1117,361,2016,801211,
1118,361,2016,800102,
1119,361,2016,802203,
1120,361,2016,800103,
1121,361,2016,800118,
1122,361,2016,800401,
1123,361,2016,800108,
1124,361,2016,800114,
1125,361,2016,802002,
1126,361,2016,800415,
1127,361,2016,800810,
1128,361,2016,800107,
1129,361,2016,800809,
1130,361,2016,800709,
1131,361,2016,801901,
1132,361,2016,800703,
1133,361,2016,801401,
1134,361,2016,810802,
1135,361,2016,810101,
