,addrcode,Week,Year,DF_6,DF_5,DF_4,DF_3,DF_2,DF_1,DF_0,DF_wm1,DF_wm2,DF_wm3,DFma_6,DFma_5,DFma_4,DFma_3,DFma_2,DFma_1,DFma_0,DFma_wm1,DFma_wm2,DFma_wm3,RF_wm6,LST_wm4,bin_pop9s,bowl_pop9s,bucket_pop9s,misc_short_pop9s,jar_pop9s,pottedplant_pop9s,tire_pop9s,misc_tall_pop9s,total_pop9s
0,810103,15,2014,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,0.589448865,0.0,0.0,0.589448865,1.768346596,0.982414776,0.589448865,0.39296591,0.39296591,0.196482955,0.196482955,0.196482955,0.196482955,0.196482955,0.0,4.809643891,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
1,810103,16,2014,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,0.589448865,0.0,0.0,1.768346596,1.768346596,0.982414776,0.589448865,0.39296591,0.39296591,0.196482955,0.196482955,0.196482955,0.196482955,0.0,4.744657344,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
2,810103,17,2014,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,0.589448865,0.0,1.178897731,1.768346596,1.768346596,0.982414776,0.589448865,0.39296591,0.39296591,0.196482955,0.196482955,0.196482955,0.0,4.566781926,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
3,810103,18,2014,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,0.589448865,0.982414776,1.178897731,1.768346596,1.768346596,0.982414776,0.589448865,0.39296591,0.39296591,0.196482955,0.196482955,0.0,4.408343649,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
4,810103,19,2014,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,1.375380686,0.982414776,1.178897731,1.768346596,1.768346596,0.982414776,0.589448865,0.39296591,0.39296591,0.196482955,0.002942648,4.199957034,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
5,810103,20,2014,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,1.571863641,1.375380686,0.982414776,1.178897731,1.768346596,1.768346596,0.982414776,0.589448865,0.39296591,0.39296591,0.087690904,3.9580925,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
6,810103,21,2014,1.178897731,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.178897731,1.178897731,1.571863641,1.375380686,0.982414776,1.178897731,1.768346596,1.768346596,0.982414776,0.589448865,0.39296591,0.22408263,3.991800595,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
7,810103,22,2014,0.589448865,1.178897731,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,0.982414776,1.178897731,1.571863641,1.375380686,0.982414776,1.178897731,1.768346596,1.768346596,0.982414776,0.589448865,0.8286496190000001,4.229266197,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
8,810103,23,2014,1.178897731,0.589448865,1.178897731,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.78593182,0.982414776,1.178897731,1.571863641,1.375380686,0.982414776,1.178897731,1.768346596,1.768346596,0.982414776,0.431686431,4.183384313,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
9,810103,24,2014,0.589448865,1.178897731,0.589448865,1.178897731,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.78593182,0.982414776,1.178897731,1.571863641,1.375380686,0.982414776,1.178897731,1.768346596,1.768346596,0.27955154,4.1543564769999985,0.18915883430868358,0.047289708577170894,3.2984571732576695,0.04137849500502453,0.13004669858721996,2.015723828101909,0.40787373647809894,0.011822427144292724,6.141750901460069
